Function,Calls,Total Time (s),Per Call Time (s),Cumulative Time (s)
"('<frozen importlib._bootstrap_external>', 1295, 'exec_module')",3,1.751e-06,5.836666666666667e-07,0.00012025100000000001
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 76, 'wrap')",1,3.6680000000000003e-06,3.6680000000000003e-06,0.000118375
"('~', 0, '<built-in method _imp.exec_dynamic>')",3,0.00011666600000000001,3.888866666666667e-05,0.00011666600000000001
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/copy.py', 231, '_keep_alive')",80,0.000102532,1.28165e-06,0.00011491800000000001
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 1021, '<genexpr>')",104,2.6587e-05,2.5564423076923077e-07,0.000114426
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/stochastic.py', 7, '__init__')",1,2.6166000000000003e-05,2.6166000000000003e-05,0.000113875
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 3339, 'signature')",1,1.167e-06,1.167e-06,0.00011312500000000001
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 3077, 'from_callable')",1,6.083e-06,6.083e-06,0.000111958
"('<frozen importlib._bootstrap>', 162, '__enter__')",35,2.5538000000000002e-05,7.296571428571429e-07,0.00011154100000000001
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/signal.py', 69, 'pthread_sigmask')",2,1.8791e-05,9.3955e-06,0.000111457
"('~', 0, ""<method 'seek' of '_io.BufferedRandom' objects>"")",45,0.000110625,2.4583333333333337e-06,0.000110625
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 2497, '_signature_from_callable')",1,1.0501e-05,1.0501e-05,0.00010587500000000001
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 112, '__format__')",44,0.00010249900000000001,2.3295227272727275e-06,0.00010249900000000001
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/hybrid.py', 77, 'create_initial_dataframe')",1,4.165e-06,4.165e-06,9.995800000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 414, '_iterencode')",122,2.3292e-05,1.9091803278688524e-07,9.9796e-05
"('<frozen importlib._bootstrap>', 232, '__init__')",25,9.491500000000001e-05,3.7966e-06,9.8583e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 1052, '__call__')",101,7.1547e-05,7.083861386138614e-07,9.7546e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/reduction.py', 1, '<module>')",1,1.6999e-05,1.6999e-05,9.7458e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 663, '__new__')",2,4.2375e-05,2.11875e-05,9.562500000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/spawn.py', 1, '<module>')",1,7.458e-06,7.458e-06,9.3708e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 34, 'envwrap')",1,1.3378000000000001e-05,1.3378000000000001e-05,9.3708e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 2393, '_signature_from_function')",1,3.1245e-05,3.1245e-05,9.2083e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 63, '__iter__')",22,2.8502000000000003e-05,1.2955454545454548e-06,8.6792e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 884, '__init__')",1,3.7000000000000005e-05,3.7000000000000005e-05,8.575000000000001e-05
"('<frozen importlib._bootstrap>', 463, '_lock_unlock_module')",10,6.496e-06,6.496e-07,8.5289e-05
"('<frozen importlib._bootstrap_external>', 1202, 'path_stats')",21,7.962000000000001e-06,3.7914285714285717e-07,8.4669e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/_monitor.py', 47, 'get_instances')",4,8.668e-06,2.167e-06,8.4626e-05
"('<frozen genericpath>', 16, 'exists')",3,1.0332e-05,3.444e-06,8.2e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/zipfile/__init__.py', 1964, '_write_end_record')",3,4.0251000000000005e-05,1.3417000000000002e-05,8.141600000000001e-05
"('<frozen importlib._bootstrap>', 124, 'setdefault')",35,3.788e-05,1.0822857142857144e-06,8.037800000000001e-05
"('<frozen importlib._bootstrap_external>', 1588, '_get_spec')",24,2.0254000000000003e-05,8.439166666666668e-07,8.0126e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/signal.py', 72, '<genexpr>')",4,1.0626000000000001e-05,2.6565000000000003e-06,7.966700000000001e-05
"('~', 0, ""<method 'release' of '_multiprocessing.SemLock' objects>"")",52,7.6919e-05,1.4792115384615384e-06,7.6919e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 334, '_iterencode_dict')",122,3.8062e-05,3.119836065573771e-07,7.5462e-05
"('<frozen _collections_abc>', 892, '__iter__')",34,1.1835000000000001e-05,3.480882352941177e-07,7.4082e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 1016, '<genexpr>')",104,3.9247000000000006e-05,3.7737500000000003e-07,7.3711e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_compiler.py', 243, '_optimize_charset')",9,6.4416e-05,7.1573333333333335e-06,7.1999e-05
"('<frozen importlib._bootstrap_external>', 1469, '_path_importer_cache')",39,1.2123e-05,3.1084615384615386e-07,7.1247e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/signal.py', 24, '_int_to_enum')",2,2.6123e-05,1.30615e-05,6.9041e-05
"('<frozen importlib._bootstrap_external>', 132, '_path_split')",42,2.6208e-05,6.24e-07,6.737400000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/format.py', 356, 'header_data_from_array_1_0')",13,2.7206e-05,2.092769230769231e-06,6.687300000000001e-05
"('~', 0, '<built-in method builtins.ord>')",937,6.6061e-05,7.050266808964782e-08,6.6061e-05
"('~', 0, '<built-in method builtins.hasattr>')",200,6.537700000000001e-05,3.2688500000000006e-07,6.537700000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 679, '_get_free_pos')",2,2.5459e-05,1.27295e-05,6.4916e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/context.py', 30, 'BaseContext')",1,6.3874e-05,6.3874e-05,6.433300000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 95, 'copy')",4,5.3330000000000004e-06,1.3332500000000001e-06,6.4249e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 153, '__init__')",44,5.2082e-05,1.1836818181818183e-06,6.4041e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/_monitor.py', 30, '__init__')",1,2.175e-05,2.175e-05,6.275000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 765, '_extendLine')",101,4.3365e-05,4.2935643564356437e-07,6.254000000000001e-05
"('<frozen importlib._bootstrap>', 372, 'release')",35,3.8751e-05,1.1071714285714286e-06,6.108200000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 37, '__init__')",6,1.6623e-05,2.7705e-06,6.070700000000001e-05
"('~', 0, '<built-in method numpy._core._multiarray_umath.dragon4_positional>')",202,6.046300000000001e-05,2.9932178217821786e-07,6.046300000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/enum.py', 726, '__call__')",36,2.8498e-05,7.916111111111112e-07,5.9128e-05
"('<frozen importlib._bootstrap_external>', 1456, '_path_hooks')",3,7.917e-06,2.639e-06,5.9124000000000005e-05
"('<frozen importlib._bootstrap_external>', 802, 'spec_from_file_location')",24,3.1699e-05,1.3207916666666668e-06,5.7247e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/format.py', 408, '_wrap_header_guess_version')",13,7.126e-06,5.481538461538461e-07,5.6208e-05
"('<frozen importlib._bootstrap>', 420, '__exit__')",25,8.292000000000001e-06,3.3168000000000007e-07,5.5915e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/numeric.py', 2178, 'identity')",4,2.0207e-05,5.05175e-06,5.3875e-05
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/PDE.py', 37, 'create_finite_difference')",2,4.1792e-05,2.0896e-05,5.3792e-05
"('~', 0, ""<method 'update' of 'dict' objects>"")",52,3.9512000000000004e-05,7.598461538461539e-07,5.338e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 686, '_decr_instances')",2,1.8167e-05,9.0835e-06,5.3208e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 205, 'iterencode')",2,4.6624000000000006e-05,2.3312000000000003e-05,5.2833e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/synchronize.py', 121, '_make_name')",1,1.458e-06,1.458e-06,5.0875e-05
"('~', 0, '<built-in method builtins.next>')",9,4.126e-06,4.5844444444444443e-07,5.0626000000000006e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/format.py', 384, '_wrap_header')",13,3.3002e-05,2.5386153846153847e-06,4.9082e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 1, '<module>')",1,1.3042000000000002e-05,1.3042000000000002e-05,4.6625e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/_distutils_hack/__init__.py', 102, 'find_spec')",25,2.6125e-05,1.0450000000000002e-06,4.6581e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/tempfile.py', 153, '__next__')",1,6.042000000000001e-06,6.042000000000001e-06,4.6500000000000005e-05
"('~', 0, ""<method 'join' of 'str' objects>"")",239,4.6249000000000004e-05,1.9351046025104605e-07,4.6249000000000004e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 27, '__exit__')",12,1.0665e-05,8.887500000000001e-07,4.6249000000000004e-05
"('~', 0, '<built-in method _thread.start_new_thread>')",1,4.5458000000000004e-05,4.5458000000000004e-05,4.5458000000000004e-05
"('~', 0, '<built-in method time.time>')",167,4.4421e-05,2.6599401197604793e-07,4.4421e-05
"('~', 0, ""<method 'rstrip' of 'str' objects>"")",414,4.4116e-05,1.0656038647342996e-07,4.4116e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 120, 'update')",4,1.2708000000000001e-05,3.1770000000000002e-06,4.4084e-05
"('~', 0, ""<method 'append' of 'list' objects>"")",429,4.4002e-05,1.0256876456876457e-07,4.4002e-05
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/hybrid.py', 63, 'create_finite_difference')",2,4.0375000000000006e-05,2.0187500000000003e-05,4.2958000000000004e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_compiler.py', 511, '_compile_info')",3,1.7502e-05,5.8339999999999995e-06,4.2333e-05
"('<frozen os>', 709, '__getitem__')",33,1.6993e-05,5.14939393939394e-07,4.2333e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 213, '__init__')",2,9.792e-06,4.896e-06,4.0791e-05
"('~', 0, '<built-in method builtins.divmod>')",216,3.9958e-05,1.8499074074074074e-07,3.9958e-05
"('~', 0, '<built-in method builtins.id>')",257,3.9804e-05,1.548793774319066e-07,3.9804e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/format.py', 244, 'dtype_to_descr')",13,2.5960000000000002e-05,1.996923076923077e-06,3.9667000000000005e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 2739, '__init__')",28,2.1033e-05,7.511785714285714e-07,3.9499e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 110, '__enter__')",10,4.502e-06,4.5020000000000005e-07,3.9208e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 588, '__init__')",2,5.835e-06,2.9175e-06,3.9167e-05
"('<frozen importlib._bootstrap>', 1171, 'exec_module')",1,7.930000000000001e-07,7.930000000000001e-07,3.7167000000000005e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 637, 'wait')",2,9.333e-06,4.6665e-06,3.5916e-05
"('<frozen importlib._bootstrap_external>', 666, '_classify_pyc')",21,1.7666e-05,8.412380952380952e-07,3.5666e-05
"('<frozen importlib._bootstrap_external>', 84, '_unpack_uint32')",63,2.1845000000000002e-05,3.467460317460318e-07,3.5092e-05
"('<frozen importlib._bootstrap_external>', 699, '_validate_timestamp_pyc')",21,1.3870000000000001e-05,6.604761904761905e-07,3.3959000000000005e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 53, '_commit_removals')",12,2.9501e-05,2.4584166666666667e-06,3.3083e-05
"('<frozen runpy>', 1, '<module>')",1,5.667e-06,5.667e-06,3.2833e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/enum.py', 1129, '__new__')",36,3.063e-05,8.508333333333334e-07,3.063e-05
"('<frozen importlib._bootstrap_external>', 1685, 'path_hook_for_FileFinder')",3,4.958000000000001e-06,1.6526666666666669e-06,3.0249e-05
"('~', 0, ""<method 'rpartition' of 'str' objects>"")",163,3.0165000000000003e-05,1.8506134969325156e-07,3.0165000000000003e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 178, 'getwidth')",8,2.1252000000000003e-05,2.6565000000000003e-06,3.0043e-05
"('~', 0, '<built-in method posix.getcwd>')",1,3.0042e-05,3.0042e-05,3.0042e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 168, '__getitem__')",113,2.101e-05,1.85929203539823e-07,2.9922000000000003e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 113, '__exit__')",10,6.210000000000001e-06,6.210000000000001e-07,2.9918e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 108, '__init__')",44,2.9832e-05,6.78e-07,2.9832e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/tempfile.py', 142, 'rng')",1,3.0820000000000003e-06,3.0820000000000003e-06,2.9625000000000002e-05
"('<frozen importlib._bootstrap>', 1128, 'find_spec')",25,1.2875000000000001e-05,5.15e-07,2.8915e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 323, 'wait')",2,1.6084e-05,8.042e-06,2.8792e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 85, 'add')",7,2.0292e-05,2.898857142857143e-06,2.8583e-05
"('<frozen importlib._bootstrap>', 74, '__new__')",35,2.0666000000000002e-05,5.904571428571429e-07,2.8082000000000003e-05
"('~', 0, ""<method 'startswith' of 'str' objects>"")",162,2.7632000000000002e-05,1.7056790123456791e-07,2.7632000000000002e-05
"('<frozen posixpath>', 71, 'join')",5,1.7205000000000002e-05,3.4410000000000006e-06,2.7583000000000003e-05
"('~', 0, '<built-in method _struct.pack>')",81,2.6911e-05,3.322345679012346e-07,2.6911e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/_monitor.py', 1, '<module>')",1,4.374e-06,4.374e-06,2.6750000000000003e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/random.py', 126, '__init__')",1,2.7090000000000002e-06,2.7090000000000002e-06,2.6042000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py', 410, '__enter__')",5,8.540000000000001e-06,1.7080000000000002e-06,2.5541e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 2149, 'getLogger')",1,7.041000000000001e-06,7.041000000000001e-06,2.5500000000000003e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/_twodim_base_impl.py', 159, 'eye')",4,1.5293e-05,3.82325e-06,2.5293e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/enum.py', 1562, '__and__')",6,1.0127000000000001e-05,1.6878333333333336e-06,2.4917000000000002e-05
"('<frozen importlib._bootstrap>', 645, 'parent')",58,1.6877e-05,2.909827586206897e-07,2.4875e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 277, '__init__')",2,1.8666e-05,9.333e-06,2.4583e-05
"('<frozen importlib._bootstrap>', 1226, '__exit__')",99,1.5386e-05,1.5541414141414143e-07,2.4424000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/zipfile/__init__.py', 341, '_sanitize_filename')",13,1.7791e-05,1.3685384615384616e-06,2.4124e-05
"('<frozen abc>', 117, '__instancecheck__')",3,2.7500000000000004e-06,9.166666666666667e-07,2.3917e-05
"('<frozen importlib._bootstrap>', 1222, '__enter__')",99,1.4838000000000001e-05,1.4987878787878788e-07,2.3457000000000003e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/random.py', 135, 'seed')",1,4.874e-06,4.874e-06,2.3333000000000002e-05
"('~', 0, ""<method 'splitlines' of 'str' objects>"")",101,2.3330000000000002e-05,2.3099009900990102e-07,2.3330000000000002e-05
"('~', 0, '<built-in method fcntl.ioctl>')",2,2.1792e-05,1.0896e-05,2.3250000000000003e-05
"('<frozen importlib._bootstrap>', 491, '_verbose_message')",198,2.3048e-05,1.1640404040404041e-07,2.3048e-05
"('<frozen importlib._bootstrap>', 445, 'cb')",25,1.4501e-05,5.8004e-07,2.3004000000000002e-05
"('<frozen importlib._bootstrap_external>', 134, '<genexpr>')",84,1.3994e-05,1.665952380952381e-07,2.283e-05
"('~', 0, ""<method 'tell' of '_io.BufferedRandom' objects>"")",32,2.254e-05,7.04375e-07,2.254e-05
"('~', 0, '<built-in method fromtimestamp>')",2,2.1667e-05,1.08335e-05,2.1667e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py', 2781, 'max')",3,6.5410000000000006e-06,2.1803333333333335e-06,2.1625e-05
"('~', 0, '<built-in method _abc._abc_instancecheck>')",3,5.8750000000000005e-06,1.9583333333333334e-06,2.1167000000000002e-05
"('<frozen zipimport>', 64, '__init__')",3,6.542e-06,2.1806666666666667e-06,2.0958e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/zipfile/__init__.py', 1183, '__init__')",13,1.8542e-05,1.4263076923076923e-06,2.0876e-05
"('~', 0, '<built-in method builtins.repr>')",51,1.9958e-05,3.9133333333333337e-07,1.9958e-05
"('<frozen os>', 732, '__iter__')",34,1.0534000000000001e-05,3.0982352941176473e-07,1.9914000000000003e-05
"('~', 0, ""<method 'acquire' of '_thread.RLock' objects>"")",54,1.9876e-05,3.680740740740741e-07,1.9876e-05
"('<frozen importlib._bootstrap_external>', 185, '_path_abspath')",27,6.294e-06,2.3311111111111112e-07,1.9753000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/zipfile/__init__.py', 494, '_encodeFilenameFlags')",39,1.021e-05,2.617948717948718e-07,1.9667e-05
"('~', 0, '<built-in method builtins.issubclass>')",104,1.934e-05,1.8596153846153849e-07,1.934e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 1025, '<genexpr>')",104,1.2744e-05,1.2253846153846153e-07,1.9036000000000002e-05
"('~', 0, ""<method 'split' of 'str' objects>"")",123,1.8919e-05,1.538130081300813e-07,1.8919e-05
"('~', 0, ""<method 'encode' of 'str' objects>"")",89,1.8662000000000002e-05,2.0968539325842698e-07,1.8662000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 1377, 'getLogger')",1,6.4170000000000006e-06,6.4170000000000006e-06,1.8417e-05
"('~', 0, ""<method 'disable' of '_lsprof.Profiler' objects>"")",1,1.825e-05,1.825e-05,1.825e-05
"('<frozen importlib._bootstrap>', 82, 'remove')",35,1.2172000000000001e-05,3.477714285714286e-07,1.8209e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 189, '__init__')",1,1.7583e-05,1.7583e-05,1.8167e-05
"('<frozen os>', 795, 'decode')",66,1.005e-05,1.522727272727273e-07,1.809e-05
"('~', 0, '<function Random.seed at 0x102876660>')",1,1.7959000000000002e-05,1.7959000000000002e-05,1.7959000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 975, 'start')",1,1.917e-06,1.917e-06,1.7250000000000003e-05
"('~', 0, '<built-in method _imp.acquire_lock>')",159,1.7202000000000002e-05,1.0818867924528304e-07,1.7202000000000002e-05
"('~', 0, '<built-in method _thread.allocate_lock>')",31,1.7e-05,5.483870967741935e-07,1.7e-05
"('<frozen os>', 791, 'encode')",33,9.802e-06,2.97030303030303e-07,1.6630000000000002e-05
"('~', 0, ""<method 'flush' of '_io.TextIOWrapper' objects>"")",48,1.6628e-05,3.464166666666667e-07,1.6628e-05
"('~', 0, ""<method '__exit__' of '_thread.RLock' objects>"")",76,1.6625e-05,2.1875000000000002e-07,1.6625e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 64, '_make_options_dict')",3,1.1208e-05,3.736e-06,1.6459e-05
"('~', 0, ""<method 'flush' of '_io.BufferedRandom' objects>"")",3,1.6168000000000002e-05,5.389333333333334e-06,1.6168000000000002e-05
"('~', 0, '<built-in method posix.close>')",3,1.6124e-05,5.374666666666667e-06,1.6124e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 616, 'set')",1,1.917e-06,1.917e-06,1.6042e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 261, 'get')",51,9.088e-06,1.7819607843137255e-07,1.5961000000000002e-05
"('~', 0, '<built-in method __new__ of type object at 0x10096f320>')",39,1.5875e-05,4.0705128205128205e-07,1.5875e-05
"('<frozen importlib._bootstrap_external>', 1567, '__init__')",3,6.167e-06,2.0556666666666667e-06,1.5667e-05
"('<frozen abc>', 121, '__subclasscheck__')",1,7.92e-07,7.92e-07,1.5292000000000002e-05
"('<frozen abc>', 105, '__new__')",1,1.7500000000000002e-06,1.7500000000000002e-06,1.5167e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 98, 'closegroup')",4,1.2480000000000002e-06,3.1200000000000004e-07,1.5124000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 1026, '<genexpr>')",104,1.0745000000000001e-05,1.033173076923077e-07,1.5080000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 278, '_iterencode_list')",26,1.1908e-05,4.58e-07,1.5078e-05
"('~', 0, '<built-in method _imp.release_lock>')",159,1.4834e-05,9.329559748427674e-08,1.4834e-05
"('~', 0, ""<method 'release' of '_thread.RLock' objects>"")",54,1.467e-05,2.716666666666667e-07,1.467e-05
"('~', 0, '<built-in method _struct.calcsize>')",39,1.4582e-05,3.738974358974359e-07,1.4582e-05
"('~', 0, '<built-in method _abc._abc_subclasscheck>')",1,8.25e-06,8.25e-06,1.45e-05
"('<frozen importlib._bootstrap>', 173, '__exit__')",35,8.707e-06,2.4877142857142856e-07,1.4457e-05
"('<frozen importlib._bootstrap>', 79, '__init__')",35,1.4416e-05,4.118857142857143e-07,1.4416e-05
"('~', 0, ""<method 'acquire' of '_thread.lock' objects>"")",10,1.8414e-05,1.8414e-06,1.4289000000000002e-05
"('~', 0, '<built-in method builtins.abs>')",48,1.4253e-05,2.969375e-07,1.4253e-05
"('<frozen importlib._bootstrap>', 982, 'find_spec')",25,5.878e-06,2.3512e-07,1.4209e-05
"('~', 0, '<built-in method numpy.arange>')",7,1.4208e-05,2.029714285714286e-06,1.4208e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 110, 'remove')",2,3.791e-06,1.8955e-06,1.4125000000000001e-05
"('<frozen importlib._bootstrap_external>', 643, '_check_name_wrapper')",21,1.2253000000000001e-05,5.834761904761905e-07,1.4085000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/gui.py', 1, '<module>')",1,3.3750000000000003e-06,3.3750000000000003e-06,1.4084000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/__init__.py', 23, '<genexpr>')",38,5.9480000000000005e-06,1.565263157894737e-07,1.3868e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/_utils_impl.py', 711, 'drop_metadata')",13,1.3707000000000001e-05,1.0543846153846154e-06,1.3707000000000001e-05
"('~', 0, '<built-in method builtins.dir>')",1,1.3666000000000001e-05,1.3666000000000001e-05,1.3666000000000001e-05
"('<frozen importlib._bootstrap_external>', 180, '_path_isabs')",27,7.747e-06,2.8692592592592594e-07,1.3459000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 3025, '__init__')",1,7.331000000000001e-06,7.331000000000001e-06,1.3458e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/contextlib.py', 272, 'contextmanager')",2,3.501e-06,1.7505e-06,1.3292e-05
"('~', 0, ""<method 'set' of '_contextvars.ContextVar' objects>"")",5,1.3041000000000001e-05,2.6082000000000003e-06,1.3041000000000001e-05
"('~', 0, '<built-in method _signal.pthread_sigmask>')",2,1.2999e-05,6.4995e-06,1.2999e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/functools.py', 391, '__get__')",2,1.2084000000000002e-05,6.042000000000001e-06,1.2875000000000001e-05
"('~', 0, ""<method 'remove' of 'set' objects>"")",14,6.752000000000001e-06,4.822857142857144e-07,1.2835000000000002e-05
"('~', 0, '<built-in method builtins.sorted>')",14,1.2498000000000001e-05,8.927142857142858e-07,1.2498000000000001e-05
"('~', 0, ""<method 'pop' of 'list' objects>"")",65,1.2043000000000001e-05,1.852769230769231e-07,1.2043000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 372, '_escape')",9,7.292000000000001e-06,8.102222222222223e-07,1.2043000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 167, 'colour')",44,1.1959e-05,2.7179545454545455e-07,1.1959e-05
"('~', 0, ""<method 'add' of 'set' objects>"")",22,8.748e-06,3.976363636363636e-07,1.1873000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 438, 'status_printer')",2,8.002e-06,4.001e-06,1.1834e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 187, 'disable_on_exception')",4,1.1166000000000001e-05,2.7915000000000003e-06,1.1832000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 240, '__next')",71,1.1041000000000002e-05,1.5550704225352115e-07,1.1041000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/random.py', 454, 'choices')",1,6.626000000000001e-06,6.626000000000001e-06,1.0417e-05
"('<frozen importlib._bootstrap_external>', 67, '_relax_case')",34,1.0126000000000001e-05,2.9782352941176473e-07,1.0126000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 424, 'notify_all')",1,4.626e-06,4.626e-06,1.0125e-05
